repository_name,release_id,tag_name,release_name,release_date,prerelease_flag,draft_flag,target_commitish,release_notes,previous_release_tag,tag_name_clean,is_stable
microsoft/vscode,42503695,1.56.0,April 2021,2021-05-05 21:04:25+00:00,False,False,main,"Welcome to the April 2021 release of Visual Studio Code. The VS Code team has been busy this month working on several longer lead time updates so check out the [Preview features](#preview-features) section to learn what's upcoming. Here are some of the highlights included in this release:

* **[Improved hover feedback](https://code.visualstudio.com/updates/v1_56#_improved-action-hover-feedback)** - Helps you quickly find clickable editor actions.
* **[Terminal profile improvements](https://code.visualstudio.com/updates/v1_56#_terminal)** - Create a custom default terminal profile.
* **[Debugger inline values](https://code.visualstudio.com/updates/v1_56#_inline-values-by-default-for-some-languages)** - Display variable values inline during debugging sessions.
* **[Notebook KaTeX support](https://code.visualstudio.com/updates/v1_56#_math-support-in-markdown-cells)** - Math support in notebook Markdown cells.
* **[Remote - Containers Volume view](https://code.visualstudio.com/updates/v1_56#_remote-development)** - Manage mounted volumes within Docker containers.
* **[winget installation](https://code.visualstudio.com/updates/v1_56#_windows-installers-consolidated-in-windows-package-manager)** - VS Code is available via the Windows Package Manager.
* **[New introductory videos](https://code.visualstudio.com/updates/v1_56#_documentation)** - Videos for getting started with VS Code as well as working with C++.
* **[Terminal tabs preview](https://code.visualstudio.com/updates/v1_56#_terminal-tabs)** - Get a first look at managing open terminals with the new tabs view.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Tuesday, May 11 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
",1.55.2,1.56.0,True
microsoft/vscode,42788476,1.56.1,April 2021 Recovery,2021-05-11 17:17:10+00:00,False,False,main,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/155?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com/).",1.56.0,1.56.1,True
microsoft/vscode,42914761,1.56.2,April 2021 Recovery 2,2021-05-13 17:05:13+00:00,False,False,main,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22April+2021+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com).",1.56.1,1.56.2,True
microsoft/vscode,44431897,1.57.0,May 2021,2021-06-10 17:42:05+00:00,False,False,main,"Welcome to the May 2021 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Workspace Trust](https://code.visualstudio.com/updates/v1_57#_workspace-trust)** - Extra security against code execution when browsing unfamiliar source code.
* **[New Getting Started experience](https://code.visualstudio.com/updates/v1_57#_new-getting-started-experience)** - Helps you quickly set up and learn about VS Code.
* **[Remote Repositories](https://code.visualstudio.com/updates/v1_57#_remote-repositories)** - Browse and edit code without locally cloning repositories.
* **[Terminal tabs](https://code.visualstudio.com/updates/v1_57#_terminal-tabs)** - Tabs let you easily create, manage, and group multiple open terminals.
* **[Edge browser debugging](https://code.visualstudio.com/updates/v1_57#_javascript-debugging)** - Integrates the Microsoft Edge Developer Tools directly into VS Code.
* **[JSDoc @link support](https://code.visualstudio.com/updates/v1_57#_jsdoc-link-support)** - Add @link tags in your comments for fast symbol navigation.
* **[Go to Definition for non-code files](https://code.visualstudio.com/updates/v1_57#_go-to-definition-for-non-jsts-files)** - Quickly jump to images and stylesheets.
* **[Notebook API finalized](https://code.visualstudio.com/updates/v1_57#_notebook-api)** - Notebook API for native notebook support in VS Code.
* **[VS Code at Build 2021 blog post](https://code.visualstudio.com/updates/v1_57#_documentation)** - Catch up with on-demand sessions featuring VS Code.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
",1.56.2,1.57.0,True
microsoft/vscode,44831232,1.57.1,May 2021 Recovery,2021-06-17 21:48:30+00:00,False,False,main,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22May+2021+Recovery%22+is%3Aclosed+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_57) on [code.visualstudio.com](https://code.visualstudio.com).

",1.57.0,1.57.1,True
microsoft/vscode,45923262,1.58.0,June 2021,2021-07-08 17:58:00+00:00,False,False,main,"Welcome to the June 2021 release of Visual Studio Code. There are a number of updates in this version that we hope you will like, some of the key highlights include:

* **[Terminals in the editor](https://code.visualstudio.com/updates/v1_58#_terminals-in-the-editor-area)** - Create or move terminals into the editor area.
* **[Workspace Trust](https://code.visualstudio.com/updates/v1_58#_workspace-trust)** - Quickly customize Workspace Trust settings, disable Restricted Mode banner.
* **[Editor scroll bar customization](https://code.visualstudio.com/updates/v1_58#_editor-scroll-bar-customization)** - Set bar visibility and width, click navigation behavior.
* **[Markdown preview KaTeX support](https://code.visualstudio.com/updates/v1_58#_math-formula-rendering-in-the-markdown-preview)** - Math support in the Markdown preview.
* **[Settings editor improvements](https://code.visualstudio.com/updates/v1_58#_settings-editor)** - Support for multiple checkboxes and enumeration dropdowns.
* **[Sticky debug environment choice](https://code.visualstudio.com/updates/v1_58#_remember-chosen-environment-per-file)** - Debugger remembers your previous environment choice.
* **[Jupyter Interactive window](https://code.visualstudio.com/updates/v1_58#_jupyter-interactive-window)** - Run Jupyter code directly in an interactive window.
* **[Jupyter notebook debugging](https://code.visualstudio.com/updates/v1_58#_jupyter-notebook-debugging)** - Debug Jupyter notebook code from within VS Code.
* **[Data Science tutorials](https://code.visualstudio.com/updates/v1_58#_documentation)** - Learn about Jupyter Notebooks, PyTorch, and more.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.",1.57.1,1.58.0,True
microsoft/vscode,46137151,1.58.1,June 2021 Recovery,2021-07-13 17:08:09+00:00,False,False,main,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/160?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_58) on [code.visualstudio.com](https://code.visualstudio.com/).",1.58.0,1.58.1,True
microsoft/vscode,46269305,1.58.2,June 2021 Recovery 2,2021-07-15 16:29:14+00:00,False,False,main,"The update addresses these [issues](https://github.com/issues?utf8=%E2%9C%93&q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22June+2021+Recovery+2%22).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_56) on [code.visualstudio.com](https://code.visualstudio.com).",1.58.1,1.58.2,True
microsoft/vscode,47380908,1.59.0,July 2021,2021-08-05 17:58:24+00:00,False,False,main,"Welcome to the July 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Extensions view improvements](https://code.visualstudio.com/updates/v1_59#_extensions)** - Rich extension detail hovers, new runtime status tab.
* **[Settings editor validation](https://code.visualstudio.com/updates/v1_59#_settings-editor)** - Quickly find editing errors for object-based settings.
* **[Drag and drop terminals](https://code.visualstudio.com/updates/v1_59#_drag-and-drop-terminals-across-windows)** - Move terminals across windows to both editor and panel areas.
* **[Extended theme customization](https://code.visualstudio.com/updates/v1_59#_extended-theme-customization-syntax)** - Customize multiple color themes at once.
* **[Built-in support for Jupyter notebooks](https://code.visualstudio.com/updates/v1_59#_support-for-jupyter-notebooks)** - Open `.ipynb` files directly in VS Code.
* **[Notebook UI improvements](https://code.visualstudio.com/updates/v1_59#_notebook-layout-improvements)** - Display first line of collapsed cells, Undo/Redo per cell.
* **[Testing API finalized](https://code.visualstudio.com/updates/v1_59#_testing-apis)** - Native support for running tests in VS Code with built-in Test Explorer.
* **[Debug Disassembly view preview](https://code.visualstudio.com/updates/v1_59#_disassembly-view)** - Display disassembled C++ code in VS Code.
* **[Live Preview extension](https://code.visualstudio.com/updates/v1_59#_live-preview)** - Live HTML preview within VS Code with JavaScript debugging support.
* **[Remote - Containers devcontainer CLI](https://code.visualstudio.com/updates/v1_59#_remote-containers-devcontainer-cli)** - Command line interface for working with development containers.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.",1.58.2,1.59.0,True
microsoft/vscode,48147681,1.59.1,July 2021 Recovery,2021-08-19 22:46:49+00:00,False,False,main,"The update addresses these [issues](https://github.com/issues?q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22July+2021+Recovery%22+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_59) on [code.visualstudio.com](https://code.visualstudio.com/).",1.59.0,1.59.1,True
microsoft/vscode,48909216,1.60.0,August 2021,2021-09-02 17:02:56+00:00,False,False,main,"Welcome to the August 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Automatic language detection](https://code.visualstudio.com/updates/v1_60#_automatic-language-detection)** - Programming language detected when you paste into VS Code.
* **[Built-in fast bracket colorization](https://code.visualstudio.com/updates/v1_60#_high-performance-bracket-pair-colorization)** - Fast bracket matching and colorization for large files.
* **[Settings editor syntax highlighting](https://code.visualstudio.com/updates/v1_60#_syntax-highlighting-of-codeblocks-in-the-settings-editor)** - Rich syntax highlighting for setting description code blocks.
* **[Custom terminal glyph rendering](https://code.visualstudio.com/updates/v1_60#_terminal)** - Better display of box drawing and block element characters.
* **[Set debugging Watch values](https://code.visualstudio.com/updates/v1_60#_set-value-in-watch-view)** - Change watched values during a debugging session.
* **[Notebook improvements](https://code.visualstudio.com/updates/v1_60#_notebooks)** - Markdown link navigation, faster rendering of large outputs.
* **[JavaScript/TypeScript inlay hints](https://code.visualstudio.com/updates/v1_60#_inlay-hints-for-javascript-and-typescript)** - Inline hints for parameter names and types, and more.
* **[Locked editor group preview](https://code.visualstudio.com/updates/v1_60#_locked-editor-groups)** - Keep a preferred editor layout by locking the editor group.
* **[Python extension testing updates](https://code.visualstudio.com/updates/v1_60#_python)** - Better support for test discovery, navigation, and status.
* **[Web extension authors guide](https://code.visualstudio.com/updates/v1_60#_web-extensions)** - Learn how to update your extension for VS Code in the browser.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, September 2 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.",1.59.1,1.60.0,True
microsoft/vscode,49545491,1.60.1,August 2021 Recovery,2021-09-14 17:07:11+00:00,False,False,main,"The update addresses these [issues](https://github.com/issues?q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22August+2021+Recovery%22+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_60) on [code.visualstudio.com](https://code.visualstudio.com/).",1.60.0,1.60.1,True
microsoft/vscode,50724198,1.60.2,August 2021 Recovery 2,2021-10-04 08:32:56+00:00,False,False,main,August 2021 Recovery 2,1.60.1,1.60.2,True
microsoft/vscode,50995570,1.61.0,September 2021,2021-10-07 21:07:55+00:00,False,False,main,"Welcome to the September 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Split editors within the same group](https://code.visualstudio.com/updates/v1_61#_split-an-editor-without-creating-a-new-group)** - Quickly create side-by-side editors for the same file.
* **[Locked editor groups](https://code.visualstudio.com/updates/v1_61#_locked-editor-groups)** - Select editor types to automatically lock in an editor group.
* **[Better display of deleted and readonly files](https://code.visualstudio.com/updates/v1_61#_indicate-deleted-and-readonly-editors-via-decorations)** - Tab decorations highlight deleted and readonly files.
* **[Bracket pair guides](https://code.visualstudio.com/updates/v1_61#_bracket-pair-guides)** - Display vertical guides to link matching bracket pairs.
* **[Fixed terminal dimensions](https://code.visualstudio.com/updates/v1_61#_fixed-dimensions)** - Set an active terminal's width and height.
* **[Jupyter Notebook improvements](https://code.visualstudio.com/updates/v1_61#_jupyter)** - Table of Contents view, full debugging support.
* **[Platform-specific extensions](https://code.visualstudio.com/updates/v1_61#_platform-specific-extensions)** - Publish different extension versions for Windows, macOS, and Linux.
* **[Virtual Workspaces extension guide](https://code.visualstudio.com/updates/v1_61#_virtual-workspaces-extension-guide)** - Learn how to update your extension for virtual environments.
* **[Advanced container configuration](https://code.visualstudio.com/updates/v1_61#_advanced-container-configuration)** - Tips, code samples, and videos to help configure development containers.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, October 7 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.",1.60.2,1.61.0,True
microsoft/vscode,51383547,1.61.1,September 2021 Recovery,2021-10-14 18:30:23+00:00,False,False,main,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22September+2021+Recovery%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_61) on [code.visualstudio.com](https://code.visualstudio.com).",1.61.0,1.61.1,True
microsoft/vscode,51646803,1.61.2,September 2021 Recovery 2,2021-10-19 19:04:01+00:00,False,False,main,"The update addresses these [issues](https://github.com/issues?q=is%3Aissue+label%3Acandidate+repo%3Amicrosoft%2Fvscode+repo%3Amicrosoft%2Fvscode-internalbacklog+repo%3Amicrosoft%2Fvscode-remote-release+milestone%3A%22September+2021+Recovery+2%22+).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_61) on [code.visualstudio.com](https://code.visualstudio.com).",1.61.1,1.61.2,True
microsoft/vscode,52713427,1.62.0,October 2021,2021-11-04 16:59:47+00:00,False,False,main,"Welcome to the October 2021 release of Visual Studio Code. In addition to releasing a preview of [vscode.dev](https://vscode.dev/), we announced in the [October iteration plan](https://github.com/microsoft/vscode/issues/134730) that we would focus on housekeeping GitHub issues and pull requests (see our [issue cleanup guide](https://github.com/microsoft/vscode/wiki/Issue-Grooming)). Across all of our VS Code repositories, we closed (either triaged or fixed) **4163** issues. While we closed issues, you created **2222** new issues. The main [vscode repository](https://github.com/microsoft/vscode/issues) now has **2491** open feature requests and **1246** open bugs. In addition, we closed **194** pull requests.

As in previous years, we used the [live tracker](https://vscode-issue-tracker.netlify.com/) from [Benjamin Lannon](https://github.com/lannonbr) to track our progress:

![Burn down chart of VS Code issues](https://github.com/microsoft/vscode-docs/raw/main/release-notes/images/1_62/october-issue-cleanup.png)

Given the focus on shipping `vscode.dev`, not everybody on the team had cycles for clean-up, so some issue clean-up will continue in November. After housekeeping, we also addressed feature requests and community [pull requests](#pull-requests).

**Watch a highlight** of the new features in this version in the VS Code team's release party. You can find the [recording of the event](https://www.youtube.com/watch?v=IKvtYHfzE3g) on our YouTube channel.",1.61.2,1.62.0,True
microsoft/vscode,53026736,1.62.1,October 2021 Recovery,2021-11-09 18:09:53+00:00,False,False,main,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22October+2021+Recovery%22), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_62) on [code.visualstudio.com](https://code.visualstudio.com).",1.62.0,1.62.1,True
microsoft/vscode,53207412,1.62.2,October 2021 Recovery 2,2021-11-11 23:44:43+00:00,False,False,main,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22October+2021+Recovery+2%22), including a fix for a security vulnerability.

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_62) on [code.visualstudio.com](https://code.visualstudio.com).",1.62.1,1.62.2,True
microsoft/vscode,53665953,1.62.3,October 2021 Recovery 3,2021-11-18 18:55:14+00:00,False,False,main,"The update addresses these [issues](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aclosed+milestone%3A%22October+2021+Recovery+3%22).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_62) on [code.visualstudio.com](https://code.visualstudio.com).",1.62.2,1.62.3,True
microsoft/vscode,54908167,1.63.0,November 2021,2021-12-08 21:42:46+00:00,False,False,main,"# November 2021 (version 1.63)

<!-- DOWNLOAD_LINKS_PLACEHOLDER -->

Welcome to the November 2021 release of Visual Studio Code. There are many updates in this version that we hope you will like, some of the key highlights include:

* **[Marketplace theme preview](#preview-themes-before-installing)** - Try out Color Themes without installing them.
* **[Configure Problems navigation order](#configure-problem-navigation-order)** - Go to next error or warning by severity or file position.
* **[Show commands in screencast mode](#screencast-mode-shows-command-names)** - Display command names along with keyboard shortcuts.
* **[Notebook improvements](#notebooks)** - Adjust Markdown font size, better file and URL linking support.
* **[Invisible Unicode highlighting](#unicode-highlighting)** - Highlights invisible or confusable Unicode characters.
* **[TypeScript method completions](#method-signature-completions)** - Quickly fill in interface and override methods.
* **[Pre-release extensions](#pre-release-extensions)** - Try out extension new features and fixes early.
* **[New Java welcome experience](#java)** - To help you configure and learn about Java in VS Code.
* **[More extensions for vscode.dev](#web-extensions)** - Check out recent additions for VS Code for the Web.
* **[Work in a container on an SSH server](#remote-development)** - New Remote - SSH **Reopen in Container** command.

>If you'd like to read these release notes online, go to [Updates](https://code.visualstudio.com/updates) on [code.visualstudio.com](https://code.visualstudio.com).

**Join us live** at the [VS Code team's livestream](https://code.visualstudio.com/livestream) on Thursday, December 9 at 8am Pacific (4pm London) to see a demo of what's new in this release, and ask us questions live.

**Insiders:** Want to try new features as soon as possible? You can download the nightly [Insiders](https://code.visualstudio.com/insiders) build and try the latest updates as soon as they are available.
",1.62.3,1.63.0,True
microsoft/vscode,55299055,1.63.1,November 2021 Recovery,2021-12-14 18:03:19+00:00,False,False,main,"The update addresses these security [issues](https://github.com/microsoft/vscode/milestone/174?closed=1).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_63) on [code.visualstudio.com](https://code.visualstudio.com/).",1.63.0,1.63.1,True
microsoft/vscode,55479840,1.63.2,November 2021 Recovery 2,2021-12-16 17:51:28+00:00,False,False,main,"The update addresses these [issues](https://github.com/microsoft/vscode/issues?q=is%3Aissue+milestone%3A%22November+2021+Recovery+2%22+is%3Aclosed).

For the complete release notes go to [Updates](https://code.visualstudio.com/updates/v1_63) on [code.visualstudio.com](https://code.visualstudio.com/).",1.63.1,1.63.2,True
